Codi	URL	Nom	Descripció	Telèfon	Web	E-mail	"Xarxa social 1"	"Xarxa social 2"	"Xarxa social 3"	"Xarxa social 4"	Adreça	Districte	Barri	Longitud	Latitud	"Icona 1 (Principal)"	"Icona 2"	"Icona 3"	"Icona 4"	"Icona 5"	"Icona 6"	"Icona 7"	"Icona 8"	"Icona 9"	"Icona 10"	"Icona 11"	"Icona 12"	"Icona 13"	"Icona 14"	"Icona 15"	"Icona 16"	"Icona 17"	"Icona 18"	"Icona 19"	"Icona 20"	"Icona 21"	"Icona 22"	"Icona 23"	"Icona 24"	"Icona 25"	"Icona 26"	"Icona 27"	"Icona 28"	"Icona 29"	"Icona 30"	"Icona 31"	"Icona 32"	Etiquetes	Itineraris
5391df040a92f43d0a8b46c1	http://www.bcnsostenible.cat/web/punt/5391df040a92f43d0a8b46c1	"Col·legi Jesuïtes Sarrià-Sant Ignasi"			https://www.santignasi.fje.edu/ca		http://www.facebook.com/jesuitessarria.santignasi	http://twitter.com/JesuitesEdu	http://www.facebook.com/jesuitessarria.santignasi	http://www.facebook.com/jesuitessarria.santignasi	"Carrer Carrasco i Formiguera, 32"	"Sarrià - Sant Gervasi"	Sarrià	2,12151040	41,40293960	c03	d02	d05	e10	d14	a14	d21	d19	g07	g09	g06	c09	e14	e08																			EmbolcallsES1920,actualització2122,millora21-22,EMS_ES2122	
5391df040a92f43d0a8b46c2	http://www.bcnsostenible.cat/web/punt/5391df040a92f43d0a8b46c2	"Col·legi Sant Josep - Carmelites Missioneres"			http://www.xtec.cat/col-santjosep-cm-gracia		https://es-es.facebook.com/Collegi-Sant-Josep-Carmelites-Missioneres-Gr%C3%A0cia...	https://twitter.com/ampasantjosep?lang=es	https://es-es.facebook.com/Collegi-Sant-Josep-Carmelites-Missioneres-Gr%C3%A0cia...	https://es-es.facebook.com/Collegi-Sant-Josep-Carmelites-Missioneres-Gr%C3%A0cia...	"Carrer Montseny, 31-39"	Gràcia	"Vila de Gràcia"	2,15553660	41,40242210	c03	e10	a14	f01	d19	g07	g18	c08	e14	e08	f09	f10																					Sssplau1516,Sssplau1617,MapaSoroll1617,actualització2122,triennal19-22,ppr_es2122	
5391df040a92f43d0a8b46c3	http://www.bcnsostenible.cat/web/punt/5391df040a92f43d0a8b46c3	"Col·legi Sant Josep Teresianes"			http://www.gracia.escolateresiana.com		https://www.facebook.com/santjosepgracia/		https://www.facebook.com/santjosepgracia/	https://www.facebook.com/santjosepgracia/	"Carrer Nàpols, 359"	Gràcia	"Camp d'en Grassot i Gràcia Nova"	2,16557470	41,40571860	c03	e10	d14	a14	d21	d19	g07	g06	c09	c08																							actualització2122,continuïtat21-22,	
5391df040a92f43d0a8b46c6	http://www.bcnsostenible.cat/web/punt/5391df040a92f43d0a8b46c6	"Col·legi Sant Ramon Nonat"	"<a href=""http://larevolucioverda.blogspot.com/"" target=""_blank"">http://larevolucioverda.blogspot.com/</a>"		http://www.santramonnonat.org		https://www.facebook.com/santramonnonat/	https://twitter.com/StRamonNonat	https://www.facebook.com/santramonnonat/	https://www.facebook.com/santramonnonat/	"Carrer Collblanc, 72"	"Les Corts"	"La Maternitat i Sant Ramon"	2,11628460	41,37591830	c03	d02	e10	a14	d21	g07	g07	g18	c08																								embolcallsES,Sssplau1516,Sssplau1617,MapaSoroll1617,DiaMundialConscienciacióEnversSoroll17,PPR_ES,EmbolcallsES17-18,TCP1718,TCP1819,EHMT1819,EmbolcallsES1819,PPR_ES1819,EmbolcallsES1920,PPR_ES1920,actualització2122,triennal19-22,emt_es2122,se_es2122,EMS_ES2122	
5391df040a92f43d0a8b46cc	http://www.bcnsostenible.cat/web/punt/5391df040a92f43d0a8b46cc	"EBM Albí"			http://ajuntament.barcelona.cat/escolesbressol/ebmalbi						"Carrer Bernat Bransi, 3-9"	"Horta - Guinardó"	"El Carmel"	2,15487580	41,42487880	c03	d02	d03	d04	d05	e10	e11	e12	d14	a14	f01	d19	g17	g07	g07	g18	g16	g09	g06	c08	c08	c08	e14	e08	f09	f10							actualització2122,continuïtat21-22,	
5391df050a92f43d0a8b46cd	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46cd	"EBM Aqüeducte"			http://ajuntament.barcelona.cat/escolesbressol/ebmaqueducte						"Carrer Perafita, 48"	"Nou Barris"	"Ciutat Meridiana"	2,16882950	41,45954480	c03	e10	a14	g07	g18																												actualització2122,continuïtat21-22,	
5391df050a92f43d0a8b46ce	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46ce	"EBM Bambi"	"<br />
 "		guia.bcn.cat/.../escola-bressol-municipal-bambi_93113085934.html						"Carrer Vallespir, 196"	"Les Corts"	"Les Corts"	2,13349600	41,38490170	a14	e10	e11	g07																														
5391df050a92f43d0a8b46cf	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46cf	"EBM Can Bacardí"	"<a href=""http://blocs.xtec.cat/canbacardi/"" target=""_blank"">http://blocs.xtec.cat/canbacardi/</a>"		https://ajuntament.barcelona.cat/escolesbressol/ebmcanbacardi/						"Travessera de les Corts, 92"	"Les Corts"	"La Maternitat i Sant Ramon"	2,12364240	41,37931360	c03	e10	a14	g17	g07	e08																											actualització2122,millora21-22,	"Superilles Les Corts_ Barri de la Maternitat i Sant Ramon ( https://bcnsostenible.cat/web/itinerari/554773f10a92f4a56e8b456c ), "
5391df050a92f43d0a8b46d0	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46d0	"EBM Can Dragó"			http://guia.bcn.cat/escola-bressol-municipal-can-drago_99400265005.html						"Avda. Rio de Janeiro, 16"	"Nou Barris"	Porta	2,18027370	41,43308260	c03	d02	d04	d05	e10	e11	e12	d14	a14	d19	g07	g18	f09	f10																			actualització2122,triennal19-22,	
5391df050a92f43d0a8b46d1	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46d1	"EBM Canigó"			http://w110.bcn.cat/portal/site/PortalBressol						"Carrer Dels Àngels, 7"	"Ciutat Vella"	"El Raval"	2,16779880	41,38259980	c03	e10	a14	f01	g07	g18	g16																										actualització2122,continuïtat21-22,	
5391df050a92f43d0a8b46d2	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46d2	"EBM Caspolino"	"<a href=""https://caspolino.wordpress.com/2016/07/28/benvinguts-al-blog-de-caspolino/"" target=""_blank"">https://caspolino.wordpress.com/2016/07/28/benvinguts-al-blog-de-caspolino/</a>"		http://ajuntament.barcelona.cat/escolesbressol/ebmcaspolino						"Carrer Neptú, 12"	Gràcia	"Vila de Gràcia"	2,15485470	41,39770550	d05	e10	a14	f01	g07	g18	f09	f10																										
5391df050a92f43d0a8b46d3	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46d3	"EBM Cobi"			http://ebmcobi.blogspot.com.es/						"Carrer Àlaba, 37"	"Sant Martí"	"La Vila Olímpica del Poblenou"	2,19661650	41,39430740	c03	d02	d05	e10	e11	a14	f01	d19	g17	g07	g07	g18	c08	e14	e08	f09																	PPR_ES1920,actualització2122,millora21-22,	
5391df050a92f43d0a8b46d4	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46d4	"EBM Colometa"			http://ajuntament.barcelona.cat/escolesbressol/ebmcolometa						"Avinguda Meridiana, 573"	"Nou Barris"	Prosperitat	2,18659600	41,44623350	d02	d03	d04	d05	e10	e11	e12	d25	a14	d21	f01	d19	g17	g07	g18	c08																		
5391df050a92f43d0a8b46d5	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46d5	"EBM El Bressol del Poblenou"			w110.bcn.cat/portal/site/PortalBressol						"Carrer de Perú, 135"	"Sant Martí"	"Provençals del Poblenou"	2,19747210	41,40970400	a14	d05	e08	e10	e14	g02	g07	g24																										
5391df050a92f43d0a8b46d6	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46d6	"EBM El Palomar"			http://w110.bcn.cat/portal/site/PortalBressol						"Carrer Malats 45 "	"Sant Andreu"	"Sant Andreu"	2,18711620	41,43637420	c03	a14	d21	g17	g07																												actualització2122,continuïtat21-22,	
5391df050a92f43d0a8b46d8	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46d8	"EBM Els Patufets de Navas"			https://ajuntament.barcelona.cat/escolesbressol/ebmelspatufetsdenavas						"Carrer Navas de Tolosa, 312"	"Sant Andreu"	Navas	2,18472160	41,41705310	a14	d02	e10																															
5391df050a92f43d0a8b46d9	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46d9	"EBM Enxaneta"			https://ajuntament.barcelona.cat/escolesbressol/ebmenxaneta						"Carrer Jaén, 22"	Gràcia	"Vila de Gràcia"	2,15483360	41,40278290	a14	d02	d04	d05	e08	e10	g18	g07																										
5391df050a92f43d0a8b46db	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46db	"EBM La Muntanya"			http://w110.bcn.cat/portal/site/PortalBressol						"Carrer Sant Feliu de Codines, 4"	"Nou Barris"	"Torre Baró"	2,17868670	41,45945150	c03	a14	d21	g07																													actualització2122,continuïtat21-22,	
5391df050a92f43d0a8b46dc	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46dc	"EBM La Verneda de Sant Martí"	"L'escola bressol La Verneda de Sant Martí, com el seu nom indica, està situada al barri de la Verneda.<br />
A l'escola hi ha sis aules. Els grups d'infants es distribueixen per anys naturals.<br />
El joc dels infants i les activitats quotidianes marquen l'organització de la tasca educativa.<br />
La programació del curs està estretament lligada a les estacions de l'any.<br />
La distribució dels espais de l'escola afavoreix la relació i les trobades conjuntes dels infants de diferents edats, i fa possible propostes com les de ""portes obertes"" a les aules, i tallers. El pati i la sala també són zones que afavoreixen l'intercanvi i la interrelació més enllà de l'aula i del tutor o la tutora de referència.<br />
<br />
Aprofitant els recursos de l'entorn com a eina pedagògica per a l'aprenentatge del medi natural i social més proper, els nens i les nenes més grans fan sortides a diferents llocs del barri, seguint i observant des de les aules els seus interessos al llarg del curs.<br />
S'estableix amb les famílies una relació basada en la confiança i el respecte, i es treballa per seguir cercant estratègies de participació i col·laboració en la tasca educativa de l'escola.<br />
<br />
Dins el programa Escoles + Sostenibles, s'ha iniciat el projecte del reciclatge a l'escola i es continua amb el projecte ""Un pati mediterrani, un jardí de vivències"", amb l'objectiu que el pati sigui més que un espai per a l'esbarjo i el moviment, un espai per tenir contacte viu amb la natura (la vegetació, els animals...).<br />
<br />
Un dels reptes de l'escola és avançar i consolidar el treball en xarxa, conjuntament amb altres serveis i entitats d'atenció a la petita infància del districte.<br />
 "		https://ajuntament.barcelona.cat/escolesbressol/ebmlavernedadesantmarti						"Carrer Josep Miret, 22"	"Sant Martí"	"La Verneda i la Pau"	2,19964100	41,42306220	a14	d02	d05	e10	g02	g07																												
5391df050a92f43d0a8b46dd	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46dd	"EBM Les Quatre Torres"			https://ajuntament.barcelona.cat/escolesbressol/ebmlesquatretorres						"Carrer Augusto César Sandino, 9"	"Sant Andreu"	"Bon Pastor"	2,20252990	41,43891770	a14	d02	d05	d11	d21	e10	f01	g07																										
5391df050a92f43d0a8b46de	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46de	"EBM L'Estació"			http://guia.bcn.cat/escola-bressol-municipal-l-estacio_99400264772.html						"Carrer Fluvià, 253"	"Sant Martí"	"Sant Martí de Provençals"	2,19431700	41,41641910	c03	d02	d05	a14	f01	d19	g07																										actualització2122,triennal21-24,	
5391df050a92f43d0a8b46df	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46df	"EBM Londres"			http://w110.bcn.cat/portal/site/PortalBressol						"Carrer Londres, 56-58"	Eixample	"L'Antiga Esquerra de l'Eixample"	2,14800591	41,39127307	c03	e10	e12	a14	f01	g07	g07	e08	f09																								actualització2122,millora21-22,	
5391df050a92f43d0a8b46e1	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46e1	"EBM Montserrat"			http://w110.bcn.cat/portal/site/PortalBressol						"Carrer Gènova, 2 bis"	"Horta - Guinardó"	"El Guinardó"	2,17096680	41,41733990	c03	d02	d05	a14	g07	c08																											actualització2122,continuïtat21-22,	
5391df050a92f43d0a8b46e4	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46e4	"EBM Trinitat Nova"			w110.bcn.cat/portal/site/PortalBressol						"Carrer La Fosca, 12"	"Nou Barris"	"La Trinitat Nova"	2,18383590	41,44810190	a14	d19	d21	e10	e11	e12	f10	g02	g18	g07																							Sssplau1718	
5391df050a92f43d0a8b46e5	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46e5	"EBM Tris-Tras"			https://w110.bcn.cat/portal/site/PortalBressol						"Carrer Llobregós, 109"	"Horta - Guinardó"	"El Carmel"	2,15729430	41,42481580	a14	g02	g07																															
5391df050a92f43d0a8b46e6	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46e6	"EBM Valldaura"			http://w110.bcn.cat/portal/site/PortalBressol						"Passeig Valldaura, 18 interior"	"Horta - Guinardó"	Horta	2,15529360	41,43703770	c03	d02	d05	e10	a14	d21	f01	d19	g17	g07	g16	g06	e08	f09	f10																		actualització2122,triennal20-23,	
5391df050a92f43d0a8b46e7	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46e7	"EBM Xarlot"			http://guia.bcn.cat/escola-bressol-municipal-xarlot_92086036838.html						"Carrer Pantà de Tremp, 66"	"Horta - Guinardó"	"El Carmel"	2,15152370	41,42611670	c03	d02	e10	e11	e12	a14	d19	g07	g18	e08	f09	f10																					actualització2122,continuïtat21-22,	
5391df050a92f43d0a8b46e8	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46e8	"EBM Xiroi"			http://www.bcn.cat/escolabressol/xiroi						"Carrer Anglesola, 50"	"Les Corts"	"Les Corts"	2,13326590	41,38851600	d02	e10	e11	a14	d19	g17	g07	g18	g06	c08	e14	e08																						
5391df050a92f43d0a8b46ea	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46ea	"Escola Àgora"			http://www.xtec.cat/escola-agora						"Carrer Marne, 2"	"Nou Barris"	"La Guineueta"	2,16803760	41,43750280	c03	a14	g07	g16	e14	f09																											actualització2122,triennal19-22,	
5391df050a92f43d0a8b46eb	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46eb	"Escola Alexandre Galí"			https://www.alexandregali.cat/						"Passeig Marítim de la Barceloneta, 11"	"Ciutat Vella"	"La Barceloneta"	2,19334820	41,38124250	c03	d02	d04	a14	d21	f01	g07	g07	g09	g06	e08	f09																					actualització2122,triennal20-23,com_es2122,aas_es2122	
5391df050a92f43d0a8b46ed	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46ed	"Institut Escola Antaviana"			http://www.escolantaviana.org		https://www.facebook.com/Escola-Antaviana-194192164086621/		https://www.facebook.com/Escola-Antaviana-194192164086621/	https://www.facebook.com/Escola-Antaviana-194192164086621/	"Carrer Nou Barris 12"	"Nou Barris"	"Les Roquetes"	2,17761930	41,44822640	c03	d02	d05	e10	e11	d14	a14	d21	d19	g07	g18	g09	c09	c08	c08	f09	f10																actualització2122,continuïtat21-22,emt_es2122	"Natura i sostenibilitat a Trinitat Nova: l'agricultura urbana ( https://bcnsostenible.cat/web/itinerari/5825e1cb24dd5df63a8b4567 ), "
5391df050a92f43d0a8b46ef	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46ef	"Escola Antoni Brusi"	"<a href=""https://diaribrusi.blogspot.com/"" target=""_blank"">https://diaribrusi.blogspot.com/</a>"		https://www.antonibrusi.cat/		https://www.facebook.com/EspaiMigdiaAntoniBrusi/	https://twitter.com/BrusiEscola	https://www.facebook.com/EspaiMigdiaAntoniBrusi/	https://www.facebook.com/EspaiMigdiaAntoniBrusi/	"Carrer Sardenya, 33"	"Sant Martí"	"La Vila Olímpica del Poblenou"	2,18953430	41,39099190	c03	d02	e10	a14	d19	g07	g07	c09	e14	e08	f09																						EHMT,embolcallsES,EHMT1617,PPR_ES,EHMT1819,PPR_ES1819,EmbolcallsES1920,actualització2122,continuïtat21-22,ppr_es2122	
5391df050a92f43d0a8b46f0	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46f0	"Escola Arc Iris"			http://www.bcn.cat/arciris						"Carrer Arc de St. Martí, 78"	"Horta - Guinardó"	"La Font d'en Fargues"	2,17144430	41,42522230	c03	d05	a14	d21	g07	g06	c09	e14																									actualització2122,triennal21-24,com_es2122	
5391df050a92f43d0a8b46f2	http://www.bcnsostenible.cat/web/punt/5391df050a92f43d0a8b46f2	"Escola Auró"	"<a href=""https://agora.xtec.cat/ceipauro/categoria/escolessostenibles/"" target=""_blank"">https://agora.xtec.cat/ceipauro/categoria/escolessostenibles/</a><br />
<a href=""https://aurosostenible.blogspot.com//"" target=""_blank"">https://aurosostenible.blogspot.com//</a><br />
<a href=""https://blocs.xtec.cat/auroescola/"">https://blocs.xtec.cat/auroescola/</a>"		https://agora.xtec.cat/ceipauro/		https://www.facebook.com/escolaauro	https://twitter.com/escolaauro	https://www.facebook.com/escolaauro	https://www.facebook.com/escolaauro	"Carrer Mallorca, 106"	Eixample	"La Nova Esquerra de l'Eixample"	2,15220840	41,38591020	c03	d02	e10	e11	a14	f01	d19	g07	g18	c08	e14	f10																					Sssplau1819,ERespira_ES1920,actualització2122,millora21-22,sss_es2122,ppr_es2122,dn_es2122	"Renova la teva roba! 2015 ( https://bcnsostenible.cat/web/itinerari/5624bcfc0a92f410128b4567 ), "
